city,lat,lng,country,population
Bor,44.1303,22.1036,Serbia,34159.0
Busia,0.4608,34.1108,Kenya,30777.0
University City,38.6657,-90.3315,United States,34165.0
Borehamwood,51.6578,-0.2723,United Kingdom,31955.0
Fushë Kosovë,42.63,21.12,Kosovo,33997.0
Midvale,40.6148,-111.8928,United States,34124.0
Lens,50.4322,2.8333,France,31415.0
Uttaradit,17.6256,100.0942,Thailand,33930.0
Golden Glades,25.9129,-80.2013,United States,34109.0
Nyköping,58.7582,17.0185,Sweden,33916.0
Kakata,6.53,-10.3517,Liberia,33945.0
Bresso,45.5333,9.1833,Italy,26259.0
Ventspils,57.3897,21.5644,Latvia,33372.0
Chester,39.8456,-75.3718,United States,34000.0
Kampong Speu,11.452,104.519,Cambodia,33231.0
Zhaoyu,37.3512,112.3193,China,31685.0
Fada Ngourma,12.05,0.3667,Burkina Faso,33910.0
Saint-Cloud,48.84,2.22,France,29973.0
Barros Blancos,-34.7542,-56.0042,Uruguay,31650.0
Salgótarján,48.0853,19.7867,Hungary,33579.0
Foster City,37.5553,-122.2659,United States,33901.0
San Giuseppe Vesuviano,40.8333,14.5,Italy,31612.0
Pontefract,53.691,-1.312,United Kingdom,30881.0
Beverly Hills,34.0786,-118.4021,United States,33792.0
Ciudad Sahagun,19.7714,-98.5803,Mexico,28609.0
Sidi Smai’il,32.8167,-8.5,Morocco,28733.0
Willenhall,52.5798,-2.0605,United Kingdom,28480.0
Chumphon,10.4939,99.18,Thailand,33516.0
Masindi,1.6744,31.715,Uganda,31486.0
Thiais,48.765,2.3923,France,29017.0
Glendale Heights,41.9196,-88.0785,United States,33617.0
Bilwi,14.05,-83.3833,Nicaragua,33600.0
Hendrik-Ido-Ambacht,51.85,4.63,Netherlands,30966.0
Fair Oaks,38.8653,-77.3586,United States,33481.0
Kaçanik,42.2467,21.2553,Kosovo,33409.0
Long Beach,40.5887,-73.666,United States,33454.0
Longton,52.9877,-2.1327,United Kingdom,27214.0
Plympton,50.386,-4.051,United Kingdom,29899.0
Sisak,45.4872,16.3761,Croatia,33322.0
Birkirkara,35.9,14.4667,Malta,24356.0
Koh Kong,11.6167,102.9833,Cambodia,33134.0
Paiporta,39.4278,-0.4183,Spain,26514.0
Kyrenia,35.3403,33.3192,Cyprus,33207.0
Goussainville,49.0325,2.4747,France,30637.0
Juticalpa,14.6664,-86.2186,Honduras,33260.0
Bromsgrove,52.3353,-2.0579,United Kingdom,29237.0
Mukdahan,16.5431,104.7228,Thailand,33102.0
Adrogue,-34.8,-58.3833,Argentina,28265.0
Vandœuvre-lès-Nancy,48.6567,6.1683,France,30002.0
Liévin,50.4228,2.7786,France,30785.0
Bulwell,53.001,-1.197,United Kingdom,29771.0
Périgueux,45.1929,0.7217,France,29966.0
Rincón de Romos,22.2333,-102.3167,Mexico,27988.0
Kericho,-0.3692,35.2839,Kenya,30023.0
Eastchester,40.9536,-73.8134,United States,32983.0
Pilar,-26.8569,-58.3039,Paraguay,32810.0
Dagestanskiye Ogni,42.1167,48.2,Russia,29716.0
Kokhma,56.9333,41.0833,Russia,30500.0
Reddish,53.4383,-2.1613,United Kingdom,28052.0
West Little River,25.857,-80.2367,United States,32897.0
Fair Lawn,40.9359,-74.1177,United States,32896.0
Sint-Joost-ten-Node,50.8508,4.3692,Belgium,27497.0
Zumpango del Río,17.65,-99.5,Mexico,24719.0
Durango,43.1689,-2.63,Spain,30118.0
Aci Catena,37.6,15.15,Italy,29418.0
Huntington Station,40.8446,-73.405,United States,32866.0
Sotteville-lès-Rouen,49.4092,1.09,France,28965.0
Chkalov,40.2386,69.6967,Tajikistan,29800.0
Un’goofaaru,5.6681,73.0302,Maldives,
Harper,4.3754,-7.717,Liberia,32661.0
Santiago Sacatepéquez,14.653,-90.6524,Guatemala,30747.0
Cramlington,55.082,-1.585,United Kingdom,29405.0
Krimpen aan den IJssel,51.92,4.6,Netherlands,29376.0
Ris-Orangis,48.6537,2.4161,France,29225.0
Ban Bang Krang,13.8442,100.4612,Thailand,23010.0
San Andrés de la Barca,41.4478,1.9769,Spain,27569.0
North Providence,41.8616,-71.4575,United States,32564.0
Mažeikiai,56.3111,22.3361,Lithuania,32477.0
Savigny-le-Temple,48.5841,2.5832,France,29984.0
Soledad de Doblado,19.0447,-96.4233,Mexico,27770.0
Kendal,54.326,-2.745,United Kingdom,28586.0
Leticia,-4.215,-69.9411,Colombia,32450.0
Côte-Saint-Luc,45.4687,-73.6673,Canada,32448.0
Perry Barr,52.5249,-1.9042,United Kingdom,23652.0
Mandera,3.9167,41.8333,Kenya,30433.0
Lawndale,33.8884,-118.3531,United States,32389.0
Yverdon-les-Bains,46.7785,6.6408,Switzerland,30157.0
Oullins,45.715,4.8083,France,26273.0
Bou Arfa,32.531,-1.9631,Morocco,28846.0
Kitui,-1.3667,38.0167,Kenya,29062.0
Mount Lebanon,40.3752,-80.0493,United States,32303.0
Spring Valley,41.1151,-74.0486,United States,32261.0
Otumba,19.6969,-98.7547,Mexico,29873.0
Bangassou,4.737,22.819,Central African Republic,31453.0
Cambuslang,55.819,-4.1671,United Kingdom,29690.0
Chachapoyas,-6.2167,-77.85,Peru,32026.0
Darlaston,52.5708,-2.0457,United Kingdom,27821.0
Barañáin,42.8,-1.6667,Spain,20167.0
West Ham,51.5347,0.0077,United Kingdom,15551.0
Sannois,48.9722,2.2578,France,26662.0
Aix-les-Bains,45.6885,5.9153,France,29794.0
Les Pavillons-sous-Bois,48.9,2.5,France,23962.0
College Park,38.996,-76.9337,United States,32163.0
Arfoud,31.4361,-4.2328,Morocco,29279.0
Rumbek,6.8,29.6833,South Sudan,32083.0
Szekszárd,46.3558,18.7039,Hungary,31795.0
Rillieux-la-Pape,45.8214,4.8983,France,30012.0
Boende,-0.2196,20.86,Congo (Kinshasa),32091.0
Álamo,20.9167,-97.675,Mexico,25159.0
Lambersart,50.65,3.025,France,27649.0
Eastpointe,42.4657,-82.9461,United States,32081.0
Franklin Square,40.7002,-73.6775,United States,32055.0
Yerres,48.7171,2.4881,France,29029.0
Uniondale,40.7176,-73.5947,United States,32007.0
Juneau,58.4546,-134.1739,United States,31974.0
Ulundi,-28.335,31.4161,South Africa,29132.0
Molde,62.7333,7.1833,Norway,31967.0
Zug,47.1681,8.5169,Switzerland,30542.0
Kaita,34.3722,132.5361,Japan,29793.0
San Juan,9.9609,-84.0731,Costa Rica,24944.0
Cuitzeo del Porvenir,19.9686,-101.1394,Mexico,28227.0
Demnat,31.7311,-7.0361,Morocco,29504.0
Navolato,24.7656,-107.7019,Mexico,28676.0
Bourg-la-Reine,48.7796,2.3151,France,20667.0
Jérémie,18.6339,-74.1184,Haiti,30917.0
Rawson,-43.3,-65.1,Argentina,31787.0
Garfield,40.8791,-74.1085,United States,31802.0
El Salto,23.7823,-105.3585,Mexico,24241.0
Giżycko,54.04,21.7589,Poland,29642.0
Shumerlya,55.5,46.4167,Russia,29553.0
Montfermeil,48.9,2.5667,France,26783.0
Shariff Aguak,6.8647,124.4417,Philippines,31692.0
Clifton,52.904,-1.177,United Kingdom,26835.0
Babati,-4.2117,35.7475,Tanzania,30975.0
Wood Green,51.5981,-0.1149,United Kingdom,28453.0
Chon Buri,13.3611,100.985,Thailand,29961.0
Frome,51.2279,-2.3215,United Kingdom,26203.0
Smolyan,41.5753,24.7128,Bulgaria,31548.0
Bègles,44.8086,-0.5478,France,28601.0
Pallisa,1.145,33.7094,Uganda,30745.0
Dieppe,49.92,1.08,France,29080.0
Villiers-le-Bel,49.0094,2.3911,France,27676.0
Ipu,-4.3196,-40.7201,Brazil,26678.0
Parkville,39.3832,-76.5519,United States,31451.0
Zaqatala,41.6336,46.6433,Azerbaijan,31300.0
Miami Lakes,25.9125,-80.3214,United States,31367.0
San Fernando,24.8504,-98.16,Mexico,29171.0
İmişli,39.8697,48.06,Azerbaijan,31310.0
Newton Abbot,50.529,-3.61,United Kingdom,25556.0
Péfki,38.0667,23.8,Greece,21415.0
Contla,19.3333,-98.1667,Mexico,27610.0
Hertford,51.795,-0.078,United Kingdom,26783.0
Břevnov,50.0833,14.3579,Czechia,26275.0
Villeneuve-la-Garenne,48.9372,2.3278,France,23771.0
Saint-Laurent-du-Var,43.668,7.188,France,28453.0
Blackrock,53.3015,-6.1778,Ireland,28557.0
Limeil-Brévannes,48.7464,2.4883,France,27228.0
Ban Bang Khu Wat,13.9576,100.4902,Thailand,28349.0
Pando,-34.7167,-55.9583,Uruguay,25949.0
Ridley,39.8854,-75.328,United States,31120.0
Menton,43.775,7.5,France,28958.0
Wete,-5.0567,39.7281,Tanzania,26450.0
Mytilíni,39.1114,26.5621,Greece,29328.0
Udomlya,57.8833,35.0167,Russia,28119.0
Arendal,58.4617,8.7721,Norway,30916.0
Nebbi,2.4758,31.1025,Uganda,30354.0
Ashington,55.181,-1.568,United Kingdom,27764.0
Cuilapa,14.2783,-90.2992,Guatemala,30951.0
Desnogorsk,54.1531,33.2903,Russia,27771.0
Martorell,41.4744,1.9305,Spain,28772.0
Lomme,50.6455,2.9876,France,28006.0
Diffa,13.3171,12.6089,Niger,30988.0
San Pablo,37.9628,-122.3425,United States,30990.0
Rhyl,53.321,-3.48,United Kingdom,25149.0
Tuxpan,19.5661,-100.4625,Mexico,27371.0
Ungheni,47.2042,27.7958,Moldova,30804.0
Guyancourt,48.7714,2.0739,France,28633.0
Burlingame,37.586,-122.3669,United States,30889.0
Trípoli,37.5083,22.375,Greece,30866.0
Čakovec,46.3833,16.4333,Croatia,30455.0
Sonzacate,13.7342,-89.7147,El Salvador,25005.0
Soissons,49.3817,3.3236,France,28530.0
Masnou,41.4817,2.3178,Spain,23831.0
Arcueil,48.8075,2.3361,France,21501.0
Longbridge,52.395,-1.979,United Kingdom,25410.0
Bregenz,47.505,9.7492,Austria,29806.0
Rainham,51.36,0.61,United Kingdom,25000.0
Pljevlja,43.3566,19.3502,Montenegro,30786.0
Catarroja,39.4028,-0.4044,Spain,28608.0
Eaubonne,48.9922,2.2806,France,25097.0
Lobatse,-25.2167,25.6667,Botswana,29700.0
Mégrine,36.7687,10.2332,Tunisia,26720.0
Cabarroguis,16.5833,121.5,Philippines,30582.0
Yate,51.5402,-2.411,United Kingdom,27603.0
Melton Mowbray,52.7661,-0.886,United Kingdom,27158.0
Krabi,8.0592,98.9189,Thailand,30499.0
Xalisco,21.4481,-104.9,Mexico,21899.0
Carouge,46.1817,6.1404,Switzerland,22336.0
Avellaneda,-34.6625,-58.3678,Argentina,24313.0
Oceanside,40.6328,-73.6364,United States,30604.0
Aïn Taoujdat,33.9333,-5.2167,Morocco,28288.0
Ninomiya,35.3014,139.2558,Japan,27536.0
Āsosa,10.067,34.5333,Ethiopia,30512.0
Tomares,37.3764,-6.0458,Spain,25455.0
Nova Cruz,-6.4696,-35.44,Brazil,23166.0
Boscombe,50.725,-1.84,United Kingdom,20719.0
Kętrzyn,54.0833,21.3833,Poland,27827.0
City of Orange,40.7682,-74.2348,United States,30484.0
Qiman al ‘Arūs,29.3005,31.1683,Egypt,28246.0
Salyan,39.5968,48.9837,Azerbaijan,30396.0
Barnstaple,51.08,-4.06,United Kingdom,24033.0
Bearsden,55.9192,-4.3332,United Kingdom,28120.0
Heredia,9.9985,-84.1169,Costa Rica,22700.0
Boscoreale,40.775,14.475,Italy,27927.0
Chichester,50.8365,-0.7792,United Kingdom,26795.0
Newton Mearns,55.7716,-4.3347,United Kingdom,27660.0
Jaynagar-Majilpur,22.1772,88.4258,India,25922.0
Geldrop,51.4222,5.5578,Netherlands,28222.0
Sterling,39.0052,-77.405,United States,30271.0
Jamay,20.2944,-102.7097,Mexico,24753.0
Long Branch,40.2965,-73.9915,United States,30241.0
Santa Paula,34.3521,-119.0698,United States,30233.0
Banqiao,25.0143,121.4672,Taiwan,
Mount Hagen,-5.8667,144.2167,Papua New Guinea,29765.0
Chatan,26.32,127.7639,Japan,28167.0
San Carlos,37.4982,-122.268,United States,30185.0
Garbagnate Milanese,45.5771,9.0814,Italy,27155.0
Vicente López,-34.5333,-58.475,Argentina,22419.0
Bilston,52.566,-2.0728,United Kingdom,25576.0
Mutsamudu,-12.1675,44.3939,Comoros,30000.0
Cahul,45.9075,28.1944,Moldova,30018.0
Heemstede,52.3528,4.62,Netherlands,27286.0
Los Reyes de Juárez,18.9267,-97.7983,Mexico,27454.0
Didcot,51.606,-1.241,United Kingdom,26920.0
Ojinaga,29.5644,-104.4164,Mexico,28040.0
Shotley Bridge,54.87,-1.86,United Kingdom,27394.0
Stepney,51.5152,-0.0462,United Kingdom,16238.0
Dübendorf,47.3981,8.6194,Switzerland,28002.0
Billericay,51.628,0.4184,United Kingdom,27998.0
Trujillo,15.9167,-86.0,Honduras,30000.0
Moyale,3.527,39.056,Kenya,24837.0
La Unión,13.3369,-87.8439,El Salvador,29733.0
Treinta y Tres,-33.2308,-54.3822,Uruguay,25477.0
Stung Treng,13.5167,105.9667,Cambodia,29665.0
Bournville,52.4299,-1.9355,United Kingdom,25938.0
Rahway,40.6077,-74.2807,United States,29895.0
Tahla,34.0476,-4.4289,Morocco,27729.0
Camas,37.402,-6.0332,Spain,27560.0
Armilla,37.15,-3.6167,Spain,24340.0
Dietikon,47.4056,8.4039,Switzerland,26936.0
Otjiwarongo,-20.4642,16.6528,Namibia,28249.0
Bay Shore,40.7317,-73.2505,United States,29799.0
Leyton,51.5606,-0.0155,United Kingdom,14184.0
Tralee,52.2675,-9.6962,Ireland,26384.0
Newton Aycliffe,54.62,-1.58,United Kingdom,26633.0
Westchester,25.7474,-80.3358,United States,29778.0
Kaisarianí,37.9633,23.7653,Greece,26370.0
Walton upon Thames,51.3868,-0.4133,United Kingdom,22834.0
Eastleigh,50.9667,-1.35,United Kingdom,24011.0
Ağdaş,40.65,47.4833,Azerbaijan,29600.0
Doba,8.65,16.85,Chad,29597.0
Suisun City,38.2473,-122.009,United States,29663.0
Arapoti,-24.1578,-49.8269,Brazil,25855.0
Chiavari,44.3164,9.3237,Italy,27410.0
Cheadle Hulme,53.3761,-2.1897,United Kingdom,26479.0
Cardito,40.9362,14.2993,Italy,22601.0
West Falls Church,38.8648,-77.1878,United States,29623.0
Nuwara Eliya,6.9667,80.7667,Sri Lanka,27500.0
Frontera,18.5336,-92.6469,Mexico,22795.0
Katima Mulilo,-17.5039,24.275,Namibia,28699.0
Golden Gate,26.1844,-81.7031,United States,29552.0
Hindley,53.5355,-2.5658,United Kingdom,25001.0
Mortsel,51.1703,4.4567,Belgium,26157.0
Villeparisis,48.9503,2.6025,France,26322.0
Haverhill,52.08,0.44,United Kingdom,27041.0
Bắc Kạn,22.1514,105.8377,Vietnam,29227.0
Bačka Palanka,45.2506,19.3886,Serbia,29449.0
Brunoy,48.6979,2.5044,France,25669.0
Nogales,18.8167,-97.1667,Mexico,21113.0
Chalatenango,14.0413,-88.9397,El Salvador,29271.0
Venustiano Carranza,20.1158,-102.6542,Mexico,24708.0
Northfield,52.408,-1.963,United Kingdom,25707.0
Burntwood,52.6831,-1.92,United Kingdom,26049.0
Westhoughton,53.549,-2.529,United Kingdom,24974.0
Sèvres,48.8239,2.2117,France,23507.0
Oak Park,42.4649,-83.1824,United States,29431.0
Linden,6.0,-58.3,Guyana,29298.0
Rocha,-34.4833,-54.35,Uruguay,25422.0
Ixhuatlancillo,18.9,-97.15,Mexico,24896.0
Estoril,38.7057,-9.3977,Portugal,26399.0
Santa Bárbara,14.9167,-88.2333,Honduras,29283.0
Khorugh,37.4917,71.5575,Tajikistan,28098.0
Bussy-Saint-Georges,48.8422,2.6983,France,27379.0
Colonia del Sacramento,-34.4714,-57.8442,Uruguay,26231.0
Hillerød,55.9333,12.3167,Denmark,28313.0
Kamphaeng Phet,16.4811,99.5222,Thailand,29178.0
Tulum,20.2119,-87.4658,Mexico,18233.0
Saint-Gratien,48.9719,2.2828,France,20682.0
East Palo Alto,37.4671,-122.1352,United States,29314.0
Cenon,44.8578,-0.5317,France,24729.0
Leiderdorp,52.1617,4.5283,Netherlands,27109.0
Camaligan,13.625,123.1569,Philippines,24109.0
Paracuaro,19.1464,-102.2194,Mexico,26789.0
Qualiano,40.9167,14.15,Italy,25755.0
Saint-Sébastien-sur-Loire,47.2081,-1.5014,France,26838.0
Sai Mai,13.8882,100.462,Thailand,23316.0
Port Chester,41.0052,-73.668,United States,29163.0
Samut Songkhram,13.4097,100.0017,Thailand,28493.0
Miahuatlán,18.5667,-97.4333,Mexico,25228.0
Sucy-en-Brie,48.7697,2.5228,France,26472.0
Leigh-on-Sea,51.5425,0.6535,United Kingdom,22509.0
Penonomé,8.51,-80.36,Panama,28766.0
Taverny,49.0264,2.2275,France,26441.0
Qahā,30.2833,31.2,Egypt,26694.0
Clydebank,55.8997,-4.4006,United Kingdom,25970.0
La Madeleine,50.6558,3.071,France,21173.0
Hunucmá,21.0153,-89.8744,Mexico,24910.0
Armentières,50.6881,2.8811,France,24882.0
Buri Ram,14.9942,103.1022,Thailand,28613.0
Manga,11.6667,-1.0667,Burkina Faso,28612.0
Ölgiy,48.9656,89.9632,Mongolia,28496.0
Vallauris,43.5805,7.0538,France,26672.0
Dollis Hill,51.5641,-0.2341,United Kingdom,14425.0
Wellington,52.7001,-2.5157,United Kingdom,25554.0
Mendefera,14.8833,38.8167,Eritrea,28492.0
Consett,54.85,-1.83,United Kingdom,24828.0
Champs-Sur-Marne,48.8529,2.6027,France,25041.0
Droylsden,53.4828,-2.1582,United Kingdom,22689.0
Rafael Delgado,18.8167,-97.0667,Mexico,23112.0
Nutley,40.8192,-74.1571,United States,28478.0
Blenheim,-41.5167,173.95,New Zealand,28200.0
Giussano,45.7,9.2167,Italy,25945.0
Shamokin,40.7883,-76.555,United States,28457.0
Tapiales,-34.7058,-58.5047,Argentina,23586.0
Kočani,41.9167,22.4125,Macedonia,28330.0
Vichy,46.1278,3.4267,France,24166.0
Rēzekne,56.5067,27.3308,Latvia,26839.0
Élancourt,48.7847,1.9589,France,25400.0
Englewood,40.8917,-73.9736,United States,28402.0
Oegstgeest,52.1667,4.4667,Netherlands,24426.0
Mitú,1.2503,-70.235,Colombia,28382.0
Balham,51.4434,-0.1525,United Kingdom,14751.0
Le Bouscat,44.8651,-0.5996,France,23824.0
Harborne,52.46,-1.95,United Kingdom,23001.0
Shenley Brook End,52.009,-0.789,United Kingdom,25828.0
Burbank,41.7444,-87.7686,United States,28289.0
Bloxwich,52.614,-2.004,United Kingdom,25401.0
Alençon,48.4306,0.0931,France,25848.0
Zawyat ech Cheïkh,32.6541,-5.9214,Morocco,25388.0
Caxito,-8.6467,13.6642,Angola,28224.0
Upminster,51.5557,0.2512,United Kingdom,25361.0
Vevey,46.4667,6.85,Switzerland,19891.0
Zaouiet Sousse,35.7887,10.6274,Tunisia,25000.0
Tixtla de Guerrero,17.5667,-99.4,Mexico,21720.0
Winchester,36.1368,-115.1299,United States,28231.0
Popondetta,-8.7656,148.2347,Papua New Guinea,28198.0
Deuil-la-Barre,48.9767,2.3272,France,22306.0
Ouésso,1.6167,16.05,Congo (Brazzaville),28179.0
Littleover,52.906,-1.505,United Kingdom,23958.0
Fleetwood,53.923,-3.015,United Kingdom,25939.0
Highgate,51.5716,-0.1448,United Kingdom,10955.0
Market Harborough,52.4775,-0.9206,United Kingdom,22911.0
Missour,33.05,-3.9908,Morocco,25584.0
Aldama,28.8386,-105.9111,Mexico,24761.0
Altepexi,18.3676,-97.3004,Mexico,21100.0
Mons-en-Baroeul,50.6369,3.1103,France,20782.0
Losino-Petrovskiy,55.8667,38.2,Russia,25424.0
Oadby,52.5987,-1.0763,United Kingdom,23849.0
Hamar,60.7944,11.0678,Norway,27947.0
Le Grand-Quevilly,49.4072,1.0531,France,25698.0
Melrose,42.4556,-71.059,United States,28016.0
Itambé,-15.245,-40.6239,Brazil,23327.0
Ocatlán,19.3167,-98.2283,Mexico,22082.0
Joinville-le-Pont,48.8214,2.4728,France,19516.0
Renens,46.5353,6.5897,Switzerland,20927.0
Erdington,52.5236,-1.8378,United Kingdom,22828.0
Drexel Hill,39.9495,-75.3039,United States,27939.0
Muggiò,45.6,9.2333,Italy,23581.0
Ban Bang Phun,13.9968,100.5891,Thailand,24625.0
Bongor,10.2806,15.3722,Chad,27770.0
Saint-Nicolas,50.6333,5.5333,Belgium,24251.0
Mongo,12.1837,18.7,Chad,27763.0
Penarth,51.43,-3.17,United Kingdom,22083.0
Acomb,53.955,-1.126,United Kingdom,22215.0
Dunleary,53.3,-6.14,Ireland,23857.0
Koulikoro,12.8833,-7.55,Mali,23919.0
Koper,45.5475,13.7307,Slovenia,25753.0
Alboraya,39.5,-0.3522,Spain,24741.0
Isla Vista,34.4144,-119.8581,United States,27707.0
Don Bosco,-34.7,-58.2833,Argentina,20876.0
Tantoyuca,21.35,-98.2333,Mexico,23893.0
Portishead,51.484,-2.7626,United Kingdom,25000.0
Kičevo,41.5142,20.9631,Macedonia,27067.0
Velenje,46.3667,15.1167,Slovenia,25594.0
Biarritz,43.48,-1.56,France,25404.0
Rehoboth,-23.3167,17.0833,Namibia,25219.0
Mililani Town,21.4465,-158.0147,United States,27562.0
Béthune,50.5303,2.6408,France,24895.0
Ciudad Altamirano,18.3583,-100.6667,Mexico,24533.0
Caversham,51.467,-0.973,United Kingdom,23885.0
Kings Norton,52.4072,-1.9272,United Kingdom,24380.0
Imperial Beach,32.5689,-117.1184,United States,27440.0
Magdalena de Kino,30.6167,-111.05,Mexico,23359.0
Al Ghayz̧ah,16.2394,52.1638,Yemen,27404.0
Seriate,45.6847,9.7178,Italy,25358.0
Shtime,42.4333,21.0333,Kosovo,27324.0
Orly,48.7439,2.3928,France,23801.0
Hackney,51.5414,-0.0266,United Kingdom,11734.0
Bishopbriggs,55.9046,-4.225,United Kingdom,23820.0
Piastów,52.1833,20.85,Poland,23332.0
Bergenfield,40.9236,-73.9983,United States,27327.0
Nova Milanese,45.5833,9.2,Italy,23334.0
Thornaby on Tees,54.5556,-1.3049,United Kingdom,24741.0
Ladera Ranch,33.5491,-117.6416,United States,27277.0
Neuilly-Plaisance,48.8619,2.5064,France,21150.0
Stalybridge,53.4834,-2.04,United Kingdom,23731.0
Cerro Azul,21.2,-97.7331,Mexico,23573.0
Pompei,40.75,14.5,Italy,25207.0
Kingswinford,52.4981,-2.1657,United Kingdom,25191.0
San Juan de Aznalfarache,37.3667,-6.0167,Spain,21774.0
Easton,40.6858,-75.2209,United States,27189.0
Priboj,43.5816,19.5273,Serbia,27133.0
Xoxocotla,18.685,-99.2439,Mexico,21074.0
Maisons-Laffitte,48.9469,2.1456,France,23669.0
Siquijor,9.1833,123.55,Philippines,26861.0
Indiana,40.622,-79.1552,United States,27142.0
Farnley,53.7876,-1.6159,United Kingdom,24213.0
Sensuntepeque,13.8667,-88.6333,El Salvador,26989.0
Le Petit-Quevilly,49.4311,1.0539,France,21995.0
Sliema,35.9122,14.5042,Malta,16854.0
Cormeilles-en-Parisis,48.9739,2.2014,France,24161.0
Siliana,36.0819,9.3747,Tunisia,26960.0
Catió,11.2833,-15.25,Guinea-Bissau,26999.0
Reisterstown,39.4552,-76.8144,United States,27007.0
Chapala,20.2933,-103.1897,Mexico,21596.0
Weingarten,47.8078,9.6417,Germany,24943.0
Maywood,33.9885,-118.1877,United States,26973.0
Belmont,37.5154,-122.2955,United States,26941.0
Alfreton,53.097,-1.38,United Kingdom,22302.0
Montigny-lès-Cormeilles,48.9944,2.1958,France,21601.0
Atlatlahucan,18.935,-98.9,Mexico,22079.0
San Juan de Alicante,38.4014,-0.4367,Spain,24367.0
Elgin,57.65,-3.315,United Kingdom,24320.0
Kościan,52.0833,16.65,Poland,24086.0
Nola,3.5337,16.0666,Central African Republic,26809.0
Kiryas Joel,41.3406,-74.166,United States,26813.0
Lemon Grove,32.7331,-117.0344,United States,26811.0
Lindenhurst,40.6858,-73.371,United States,26801.0
Carlos A. Carrillo,18.3667,-95.75,Mexico,24565.0
Meoqui,28.2722,-105.4819,Mexico,22574.0
Hirrīyat Raznah,30.6028,31.5372,Egypt,24359.0
Maracena,37.2,-3.6333,Spain,22306.0
Felixstowe,51.9639,1.3515,United Kingdom,23689.0
Cherán,19.6833,-101.95,Mexico,19081.0
Ocampo,21.65,-101.5,Mexico,23500.0
Lormont,44.8792,-0.5217,France,23538.0
Bayanhongor,46.1944,100.7181,Mongolia,26252.0
West Whittier-Los Nietos,33.9759,-118.0689,United States,26654.0
Leisure City,25.4937,-80.4369,United States,26652.0
Moyo,3.6504,31.72,Uganda,22434.0
Camborne,50.213,-5.3,United Kingdom,21600.0
Seveso,45.6474,9.1387,Italy,23456.0
University Park,25.7469,-80.3684,United States,26620.0
Voinjama,8.4167,-9.75,Liberia,26594.0
Cazones de Herrera,20.7,-97.3,Mexico,23675.0
Nakhon Phanom,17.4069,104.7808,Thailand,26437.0
Atherton,53.523,-2.495,United Kingdom,22000.0
Meyrin,46.2322,6.0791,Switzerland,24144.0
Utena,55.5,25.6028,Lithuania,26491.0
Stanmore,51.618,-0.314,United Kingdom,23700.0
Jonava,55.0722,24.2806,Lithuania,26427.0
Suphan Buri,14.4675,100.1169,Thailand,26164.0
Failsworth,53.5102,-2.1575,United Kingdom,20680.0
Dongola,19.1666,30.4833,Sudan,26404.0
Mendi,-6.1478,143.6572,Papua New Guinea,26252.0
Chaville,48.8086,2.1886,France,20520.0
Ennis,52.8463,-8.9807,Ireland,24253.0
Ulaangom,49.9833,92.0667,Mongolia,26319.0
Torcy,48.8502,2.6508,France,22568.0
San Juan de Vilasar,41.5053,2.3928,Spain,21035.0
Meda,45.6667,9.1667,Italy,23463.0
Whitefield,53.5521,-2.2992,United Kingdom,23283.0
Castilleja de la Cuesta,37.3833,-6.05,Spain,17516.0
Belper,53.029,-1.475,United Kingdom,21822.0
Oxkutzkab,20.3028,-89.4183,Mexico,23096.0
Rodez,44.3506,2.575,France,24057.0
Texistepec,17.9,-94.8167,Mexico,20887.0
Soledad,36.4432,-121.3426,United States,26207.0
Gjirokastër,40.0758,20.1389,Albania,25301.0
Malinalco,18.9483,-99.4947,Mexico,22970.0
Rivas,11.4333,-85.8333,Nicaragua,26046.0
Cliffside Park,40.8221,-73.988,United States,26133.0
Belmont,42.396,-71.1795,United States,26113.0
Bang Sao Thong,13.5812,100.7957,Thailand,23630.0
Svay Rieng,11.0878,105.7994,Cambodia,23956.0
Bajina Bašta,43.9731,19.5597,Serbia,26022.0
Heroica Ciudad de Tlaxiaco,17.2077,-97.6798,Mexico,21391.0
Clevedon,51.438,-2.854,United Kingdom,21281.0
Sainte-Thérèse,45.6333,-73.85,Canada,26025.0
Hovd,48.0167,91.5667,Mongolia,26023.0
Castaños,26.7833,-101.4167,Mexico,22401.0
Cəlilabad,39.2042,48.4958,Azerbaijan,25846.0
Litherland,53.4727,-2.999,United Kingdom,22242.0
Chandlers Ford,50.984,-1.3792,United Kingdom,21436.0
Amnat Charoen,15.8758,104.6223,Thailand,25858.0
Fontaine,45.1939,5.6856,France,22523.0
Montgeron,48.7039,2.4605,France,23775.0
Mīt Namā,30.1453,31.2343,Egypt,21321.0
Penwortham,53.74,-2.72,United Kingdom,23047.0
Szczytno,53.5628,20.9853,Poland,23500.0
El Tarf,36.7669,8.3136,Algeria,25594.0
Huntingdon,52.3364,-0.1717,United Kingdom,23732.0
Atoyac de Álvarez,17.2,-100.4333,Mexico,20515.0
Nar’yan-Mar,67.6378,53.0067,Russia,24775.0
Croix,50.6781,3.1508,France,21041.0
Kidsgrove,53.0874,-2.2478,United Kingdom,23756.0
Onex,46.1833,6.1,Switzerland,18977.0
San Juan Zitlaltepec,19.7167,-99.05,Mexico,19600.0
Cloverleaf,29.7882,-95.1724,United States,25718.0
Zwedru,6.0704,-8.13,Liberia,25678.0
Decatur,33.7711,-84.2968,United States,25696.0
